x,y
121,70
121,73
118,74
118,75
120,74
122,73
123,73
115,29
112,36
121,80
121,79
121,79
121,77
122,74
123,70
125,66
125,67
123,68
123,68
116,18
120,68
119,68
119,68
119,68
118,70
117,71
116,70
116,72
116,72
114,78
112,83
112,85
113,87
113,89
114,91
113,91
112,91
113,90
115,90
116,88
117,87
118,88
121,89
122,89
124,89
125,89
127,86
128,85
128,84
128,83
129,83
130,85
129,85
128,85
127,86
126,86
126,86
127,87
128,89
128,88
126,86
127,90
125,92
123,91
122,91
119,91
117,93
117,94
118,94
117,95
118,96
119,96
119,96
119,96
120,98
121,99
123,99
122,97
121,98
122,98
121,95
120,96
120,98
119,100
118,100
116,100
115,101
114,103
116,102
117,103
117,103
117,103
117,103
118,103
118,104
118,103
118,104
117,105
118,105
118,106
118,106
117,105
115,104
113,103
112,100
112,100
111,98
112,98
110,98
110,96
110,96
111,97
110,97
110,95
110,93
110,94
110,94
110,92
110,91
110,90
113,90
111,87
110,86
126,87
122,84
119,83
118,82
117,83
116,80
115,76
113,78
113,78
112,78
112,82
111,85
111,83
112,83
112,81
112,80
113,77
113,76
113,72
119,71
119,70
120,70
118,67
120,69
121,69
122,70
124,76
84,1031
88,1030
92,1030
92,1028
96,1030
96,1030
104,1037
106,1034
106,1031
106,1030
105,1031
108,1039
116,1053
113,1049
112,1044
111,1043
111,1043
112,1044
110,1041
110,1041
110,1040
110,1039
110,1039
112,1043
110,1043
108,1042
108,1042
111,1042
112,1044
111,1044
110,1042
114,1043
113,1042
111,1041
110,1041
112,1043
114,1039
115,1039
114,1036
113,1035
115,1036
116,1038
118,1040
120,1041
120,1043
118,1049
117,1051
125,1054
138,1063
134,1061
125,1053
123,1052
126,1054
125,1052
122,1048
129,1052
154,1068
148,1060
144,1056
142,1053
134,1049
131,1043
121,1048
118,1048
119,1046
120,1040
120,1038
123,1038
126,1042
126,1042
127,1041
123,1041
118,1035
117,1035
117,1036
115,1037
115,1037
165,1069
158,1063
142,1053
131,1048
128,1046
122,1043
118,1040
115,1040
115,1040
115,1038
114,1036
113,1036
110,1036
111,1037
111,1038
107,1037
106,1037
108,1038
106,1038
106,1039
107,1039
107,1037
107,1036
105,1030
103,1027
99,1023
100,1024
99,1024
98,1023
98,1022
91,1017
88,1011
86,1009
63,1032
83,1006
87,1004
88,1004
88,1003
86,999
85,999
84,998
86,997
86,997
84,993
85,991
90,995
91,998
91,999
90,1004
90,1006
88,1006
88,1003
89,1000
89,998
91,997
98,1008
107,1020
109,1019
104,1013
101,1011
94,1005
91,998
98,999
104,1003
64,1021
97,993
117,1018
144,1040
135,1031
122,1017
113,1006
110,1004
100,987
1837,87
1839,87
1839,82
1841,80
1841,80
1839,78
1841,78
1847,80
1850,80
1855,83
1861,82
1860,82
1856,79
1853,77
1848,78
1845,77
1844,78
1842,80
1841,80
1843,80
1844,80
1843,77
1846,76
1846,73
1847,72
1848,68
1848,66
1849,64
1849,63
1850,60
1850,58
1850,56
1849,57
1848,58
1850,61
1851,63
1851,66
1852,68
1853,69
1854,71
1855,71
1856,71
1857,71
1859,72
1859,75
1850,81
1839,85
1841,86
1843,86
1845,86
1847,85
1848,87
1847,87
1849,85
1849,86
1849,86
1850,85
1850,86
1849,87
1849,86
1848,86
1847,81
1847,74
1847,70
1850,65
1853,62
1853,59
1854,52
1853,50
1853,50
1850,52
1849,55
1848,58
1850,63
1854,59
1855,63
1856,68
1856,73
1856,74
1855,78
1854,82
1855,82
1854,82
1853,82
1852,81
1850,82
1851,83
1852,83
1852,84
1852,85
1854,85
1853,84
1851,84
1851,81
1850,76
1849,72
1850,70
1850,68
1849,66
1847,60
1847,57
1848,58
1847,60
1848,61
1848,61
1848,67
1849,68
1851,71
1854,74
1856,74
1847,78
1826,84
1833,80
1840,83
1842,85
1844,88
1844,89
1844,91
1845,91
1848,91
1851,94
1841,99
1821,108
1829,103
1831,101
1834,97
1840,87
1840,86
1841,83
1842,81
1840,77
1841,73
1841,72
1842,68
1843,67
1846,64
1848,65
1848,65
1850,66
1850,67
1851,68
1851,68
1850,67
1850,65
1850,64
1840,68
1833,71
1835,71
1837,70
1833,70
1836,1101
1838,1096
1841,1085
1841,1081
1840,1057
1842,1038
1839,1026
1839,1023
1831,1011
1830,1008
1830,1000
1829,997
1829,987
1826,983
1824,983
1826,974
1833,961
1840,959
1860,972
1871,982
1863,980
1860,979
1857,978
1856,983
1853,988
1859,990
1858,992
1853,994
1852,996
1850,1008
1850,1007
1849,1007
1851,1003
1854,999
1855,999
1858,1002
1840,998
1852,1021
1852,1020
1852,1020
1849,1021
1845,1020
1844,1023
1847,1020
1849,1017
1849,1016
1850,1014
1851,1013
1857,1011
1856,1010
1855,1008
1855,1007
1853,1008
1847,1016
1845,1016
1818,1018
1807,1022
1817,1032
1823,1035
1828,1036
1827,1039
1827,1041
1827,1045
1829,1045
1830,1044
1830,1044
1831,1042
1834,1041
1837,1043
1837,1044
1838,1044
1836,1046
1835,1048
1833,1049
1834,1048
1836,1046
1837,1046
1840,1046
1842,1046
1843,1046
1842,1049
1841,1048
1840,1048
1840,1046
1839,1046
1836,1047
1836,1047
1834,1050
1834,1052
1833,1053
1832,1055
1833,1055
1835,1054
1841,1050
1841,1050
1841,1051
1839,1055
1838,1055
1837,1054
1837,1056
1838,1059
1834,1062
1833,1061
1833,1061
1830,1058
1830,1056
1833,1054
1834,1053
1836,1050
1837,1047
1838,1039
1838,1031
1839,1029
1836,1021
1837,1019
1837,1018
1838,1016
1842,1013
1843,1012
1843,1013
1843,1016
1843,1017
1843,1016
1842,1017
1842,1017
1841,1017
1840,1017
1839,1016
1838,1015
1838,1015
1838,1016
1833,1021
1833,1022
1837,1025
1838,1025
1837,1024
1840,1025
1841,1024
1843,1023
1843,1023
1842,1025
1841,1025
1840,1024
1840,1024
1840,1025
1839,1030
1838,1031
1837,1032
1837,1034
1834,1040
973,518
974,522
975,523
971,519
971,519
970,518
968,518
967,518
966,517
967,518
967,518
967,518
967,519
966,519
966,519
968,521
969,521
969,521
969,521
968,520
969,518
969,516
968,515
967,518
968,522
968,523
965,526
963,525
960,527
960,526
960,525
960,524
960,524
960,524
959,523
956,522
956,524
957,524
960,527
962,528
965,531
964,529
963,527
963,525
961,524
961,524
963,531
965,533
967,534
968,533
969,533
970,532
969,533
969,534
969,534
967,527
967,526
965,526
965,529
965,532
965,536
965,539
990,578
969,537
969,541
969,550
968,552
966,554
964,554
963,552
960,550
961,549
964,550
967,549
967,549
965,548
963,547
964,547
967,547
968,548
968,549
968,549
968,551
966,552
965,553
965,553
965,553
964,553
968,549
970,548
973,541
974,539
976,539
978,537
979,536
980,533
979,532
981,534
980,537
977,536
976,535
974,527
969,521
969,515
970,509
969,503
964,496
966,497
968,497
966,499
966,500
981,517
969,500
971,497
974,497
976,499
977,503
977,506
997,539
981,515
981,515
983,520
983,521
980,522
980,528
980,530
981,528
981,528
980,525
979,522
977,522
977,526
996,576
995,573
995,571
982,515
981,518
980,520
979,524
980,524
982,524
982,522
981,520
980,519
980,520
979,520
977,518
976,518
976,517
975,517
496,543
491,536
484,545
481,552
477,562
474,563
472,555
479,547
472,577
485,536
486,537
486,533
486,525
483,520
484,523
485,521
490,525
492,525
491,521
483,545
484,542
488,510
488,512
