x,y
128,51
122,53
120,54
117,55
114,56
112,57
110,58
107,57
106,57
106,57
104,57
103,56
102,57
113,48
120,46
135,45
132,47
124,50
122,51
120,51
116,54
114,55
112,56
110,56
105,55
101,56
101,57
101,58
102,56
106,58
105,60
105,60
104,60
104,61
104,61
105,61
104,62
104,62
103,61
103,61
142,51
128,52
118,53
116,54
113,56
106,56
104,57
99,60
96,63
94,65
94,66
96,76
93,74
92,74
92,73
92,73
92,73
92,72
90,78
87,84
90,79
92,77
92,76
91,75
90,74
92,69
92,69
91,68
94,63
95,62
95,61
101,57
98,59
118,34
93,44
107,48
110,43
109,42
108,46
113,46
123,46
133,43
130,54
124,61
128,85
118,80
114,81
111,78
109,78
107,77
106,77
105,77
107,76
111,72
110,73
108,74
106,75
106,75
106,75
109,71
109,73
120,67
119,68
116,70
115,72
116,71
117,70
117,72
117,73
136,62
134,63
136,64
147,61
137,68
135,69
136,74
131,78
130,79
127,81
127,81
127,83
126,84
128,83
137,77
157,63
147,72
146,72
140,75
136,78
133,78
136,76
139,74
138,71
135,74
131,76
128,80
127,81
124,83
124,81
138,63
131,66
129,67
127,70
125,72
134,68
146,61
139,65
133,68
130,71
125,73
62,1028
42,1039
76,1019
75,1020
73,1022
73,1024
72,1025
70,1026
47,1044
85,1030
47,1042
83,1029
81,1029
80,1029
77,1029
77,1029
50,1040
76,1028
76,1027
77,1026
77,1026
77,1023
76,1021
77,1020
76,1018
77,1017
77,1015
81,1005
83,1000
82,1005
81,1006
88,1007
97,1008
84,1011
86,1021
83,1023
80,1022
79,1022
80,1022
79,1022
76,1023
75,1022
78,1017
86,1010
84,1016
83,1018
80,1018
77,1019
76,1020
75,1020
73,1021
57,1026
70,1020
67,1018
67,1018
65,1017
65,1016
64,1009
62,1011
62,1013
60,1018
59,1017
59,1019
58,1024
58,1025
63,1031
83,1024
78,1014
80,1014
90,1012
83,1009
86,1007
96,1004
90,1005
92,1009
91,1009
94,993
100,971
106,949
94,977
91,986
91,989
100,972
97,985
101,987
105,984
100,991
99,991
98,994
96,1001
96,1006
101,997
105,996
104,999
102,1001
98,1003
98,1012
93,1014
91,1020
93,1021
91,1026
90,1029
86,1037
86,1039
87,1036
88,1034
88,1035
98,1021
100,1012
101,1005
99,1011
100,1011
102,1027
96,1022
96,1023
98,1021
96,1024
96,1025
97,1024
97,1024
96,1023
99,1021
104,1014
96,1008
96,1009
95,1013
96,1014
96,1014
96,1017
95,1020
94,1021
93,1024
92,1025
91,1026
91,1026
91,1025
97,1013
98,1013
94,1024
97,1024
96,1016
89,1033
89,1033
88,1032
88,1031
88,1032
88,1031
88,1031
88,1031
86,1032
1768,140
1768,138
1772,138
1781,133
1783,127
1786,126
1787,124
1790,116
1788,119
1765,101
1781,97
1787,85
1790,84
1798,82
1800,84
1789,91
1787,100
1798,101
1823,115
1837,118
1868,120
1867,128
1887,134
1890,130
1887,128
1874,119
1871,119
1860,121
1856,124
1853,125
1841,118
1853,128
1854,132
1848,131
1841,119
1835,103
1832,98
1819,100
1816,105
1804,103
1798,103
1798,106
1807,96
1809,92
1810,95
1812,91
1792,65
1803,85
1804,82
1786,76
1788,78
1798,82
1813,73
1820,63
1826,54
1830,49
1826,53
1808,56
1808,59
1806,67
1799,56
1782,44
1772,50
1783,58
1793,59
1799,60
1807,63
1810,66
1814,64
1812,59
1815,59
1810,54
1811,52
1814,53
1814,55
1817,59
1818,60
1819,60
1816,56
1811,48
1813,48
1817,52
1818,53
1812,59
1769,58
1808,52
1800,59
1803,63
1810,65
1810,62
1811,61
1813,60
1812,57
1797,50
1794,55
1786,68
1788,87
1790,79
1791,68
1791,66
1796,65
1797,77
1799,77
1797,78
1774,67
1803,65
1766,58
1804,47
1812,44
1813,49
1808,60
1812,60
1800,48
1801,63
1803,63
1806,64
1806,63
1798,56
1787,44
1788,44
1794,50
1785,36
1789,33
1791,32
1784,15
1782,12
1777,15
1784,16
1787,19
1790,22
1788,26
1804,-9
1750,35
1802,6
1797,1
1794,-1
1781,-18
1680,-57
