x,y
966,527
965,530
965,530
965,529
965,529
966,528
966,529
966,532
966,532
966,531
966,530
966,530
965,528
964,527
964,528
964,528
964,527
964,524
965,522
966,522
967,522
967,522
967,521
968,521
970,522
972,524
971,525
971,527
972,527
973,528
974,528
975,528
975,528
974,527
973,526
972,527
972,527
972,529
972,531
973,532
972,533
974,537
974,539
974,539
975,539
976,539
977,538
978,537
979,536
979,536
980,538
982,539
983,539
982,540
983,540
983,540
983,539
983,540
983,542
984,542
985,544
986,544
987,548
987,550
987,549
990,551
990,555
992,559
993,560
994,562
994,563
993,562
991,561
991,561
990,563
990,564
990,564
991,568
989,568
987,569
986,568
984,570
981,566
980,566
979,566
979,567
977,565
976,564
974,563
973,563
975,567
975,568
975,568
973,567
505,535
497,537
494,540
493,541
488,548
487,542
485,549
485,552
484,549
483,545
487,542
488,543
486,546
485,548
485,549
489,543
483,550
481,550
481,549
482,548
483,548
482,547
482,547
482,546
482,544
481,544
481,545
482,545
484,544
485,544
485,544
483,541
488,532
484,537
484,538
484,540
485,538
490,533
491,532
486,534
484,534
487,529
483,533
481,533
478,535
478,537
477,537
479,532
479,532
478,533
478,532
477,533
485,524
492,518
488,525
485,526
482,529
479,535
476,542
475,543
475,545
475,545
475,546
475,547
475,546
472,547
472,547
473,546
474,546
472,549
473,549
474,549
474,550
477,561
476,556
475,554
475,553
475,550
481,545
489,536
487,537
485,539
481,543
481,544
480,544
478,544
476,544
475,545
474,545
474,546
474,546
475,544
479,540
482,538
482,539
481,539
479,540
476,541
476,541
476,540
475,541
475,541
480,539
480,538
480,537
480,538
482,537
481,537
480,537
480,538
478,539
477,540
475,541
475,541
477,543
478,542
478,541
482,540
481,540
479,541
479,540
480,539
479,541
477,543
477,544
477,544
479,543
480,542
479,543
478,543
476,545
486,538
476,546
477,548
478,548
487,549
493,548
490,548
497,538
492,540
490,541
489,541
488,543
487,544
486,545
484,547
484,547
483,547
482,549
481,550
959,286
958,285
958,285
958,285
958,284
957,284
957,283
957,284
958,284
959,283
960,282
960,281
959,280
959,280
958,280
959,279
