x,y
963,504
962,503
961,503
963,504
964,504
966,504
964,506
963,507
962,506
962,506
963,508
964,509
964,512
963,512
964,511
964,511
964,511
963,513
963,514
964,514
964,515
965,516
966,517
966,518
964,517
963,518
962,518
960,519
957,521
956,523
956,523
955,522
955,523
956,523
955,522
954,522
953,521
953,520
951,521
950,520
950,519
950,518
949,518
947,518
947,517
947,514
948,515
948,516
947,517
947,518
947,519
948,519
952,519
954,517
955,517
957,517
958,517
960,517
960,518
960,519
960,518
960,518
960,518
959,518
957,518
956,519
954,519
953,518
954,518
953,517
951,516
951,516
951,516
952,517
951,517
950,517
950,516
950,516
949,516
948,518
949,519
949,520
948,520
946,521
945,521
944,520
945,519
944,519
945,521
945,522
946,522
947,523
948,523
947,523
945,523
945,523
947,522
948,521
951,518
951,517
951,517
953,517
461,514
461,515
463,516
463,516
464,518
464,519
463,520
462,521
462,522
462,523
462,523
463,523
465,524
465,525
467,526
467,526
469,527
469,527
470,528
469,528
469,528
468,525
468,522
467,521
466,521
466,522
467,522
467,521
466,521
466,521
467,521
467,521
467,521
467,521
467,519
466,519
466,521
465,521
466,522
466,522
466,522
466,521
467,521
466,521
466,521
467,521
467,521
467,520
469,523
469,524
471,525
473,524
475,525
475,524
477,525
477,525
478,525
478,525
479,525
480,524
480,526
480,526
480,528
480,530
480,530
479,530
478,530
478,530
478,531
479,532
479,534
479,535
479,535
480,535
479,535
480,535
482,538
482,539
482,539
481,541
482,540
483,539
483,540
482,540
482,539
482,538
481,539
481,538
481,536
480,537
480,539
479,539
478,537
477,538
477,537
477,535
475,533
475,533
473,534
473,532
473,532
474,531
474,532
473,533
473,533
472,532
471,533
471,533
470,532
471,533
471,534
472,536
472,537
472,537
472,537
471,538
471,537
472,538
473,537
472,537
472,536
472,536
472,536
472,536
473,536
473,536
474,538
474,537
473,537
474,537
474,537
473,536
472,537
472,539
471,539
470,540
470,539
469,538
469,538
468,538
468,538
468,540
468,541
468,542
468,543
468,543
467,543
467,542
467,543
468,543
958,278
958,277
958,276
957,274
957,273
958,272
958,272
958,269
958,268
958,268
958,269
956,268
955,268
956,269
957,269
957,268
957,268
957,268
957,267
957,267
956,267
956,266
956,266
955,266
955,265
954,265
955,265
957,262
956,260
957,260
959,261
959,262
959,263
960,265
960,265
960,266
960,268
959,269
959,268
959,268
960,269
960,267
960,266
960,266
960,267
961,268
960,268
959,269
959,269
959,269
959,269
959,268
959,269
958,268
958,267
958,265
958,263
957,263
958,263
958,262
956,262
957,262
957,262
958,261
959,261
960,261
960,261
959,262
960,263
960,263
960,265
959,265
958,265
959,266
960,265
959,264
959,263
958,262
959,260
959,260
959,260
959,260
959,260
959,260
960,261
961,264
961,266
961,267
961,268
961,268
961,268
961,269
960,269
960,268
960,268
959,268
958,268
958,269
958,270
958,269
958,269
957,270
957,270
957,270
956,270
955,270
955,270
955,271
954,271
953,271
953,272
953,272
954,272
954,272
953,273
953,275
952,275
951,275
951,275
952,276
952,278
953,278
952,279
953,281
954,281
954,280
954,281
955,280
956,281
957,282
957,281
958,280
958,279
957,278
956,278
956,279
956,280
955,281
955,282
954,281
953,281
953,283
953,284
953,284
953,285
953,286
952,287
952,286
952,286
953,288
1450,525
1448,524
1447,523
1446,523
1446,521
1448,520
1450,519
1453,517
1452,517
1453,516
1452,514
1452,513
1452,512
1452,512
1452,512
1452,510
1451,510
1451,512
1451,513
1452,512
1453,513
1453,515
1453,515
1454,516
1454,517
1454,518
1454,518
1454,518
1455,520
1455,520
1454,519
1454,519
1455,519
1455,522
1455,522
1456,522
1455,521
1456,520
1456,520
1456,520
1456,519
1456,518
1456,516
1456,516
1456,515
1457,515
1457,515
1456,515
1455,514
1455,513
1456,512
1457,512
1457,510
1458,510
1457,510
1457,510
1457,511
1456,513
1456,513
1455,514
1454,514
1454,514
1454,514
1453,516
1454,516
1454,517
1453,517
1453,517
1452,517
1452,516
1452,515
1454,515
1454,514
1456,515
1456,516
1457,517
1457,518
1457,518
1457,520
1458,520
1458,519
1458,519
1459,519
1460,524
1462,527
1462,529
1462,529
1461,526
1460,525
1460,526
1460,526
1459,526
1459,527
1459,526
1460,526
1460,524
1460,524
1459,524
1458,524
1457,527
1457,527
1456,526
1455,527
1454,527
1454,526
1455,525
1455,525
1454,524
1455,523
1455,523
1456,524
1456,524
1456,524
1457,524
1457,524
1458,524
1457,524
1456,524
1455,524
1455,523
1455,523
1454,522
1454,523
1455,522
1454,521
1453,520
1454,520
1454,520
1454,520
1454,520
1453,521
1453,521
1452,521
1452,522
1451,523
1451,523
1452,526
1451,525
1451,525
1451,524
1452,524
1452,524
1452,524
1452,525
1453,525
1454,525
1454,526
1454,526
1453,527
1453,526
950,798
949,797
947,800
947,801
947,805
947,805
947,804
947,804
946,805
948,804
949,803
949,805
950,808
950,807
951,807
950,807
951,809
952,809
952,807
952,800
951,798
951,796
952,793
952,793
952,789
950,786
950,786
948,785
948,785
948,786
949,786
949,786
950,785
950,784
949,781
950,779
951,779
952,777
952,777
952,778
953,780
953,779
953,778
953,777
954,779
953,780
952,780
953,779
954,781
955,782
956,784
957,785
957,784
957,784
955,786
956,785
956,785
955,788
956,789
956,789
957,791
958,790
959,789
959,788
958,788
958,794
959,794
958,793
958,793
957,794
958,797
958,798
958,799
958,799
958,800
959,800
958,800
958,800
957,799
958,798
959,799
959,800
958,798
957,798
957,796
958,795
958,796
958,795
958,794
958,794
958,794
958,795
957,794
956,794
957,793
957,792
956,793
957,796
957,796
956,796
955,796
955,795
954,795
954,795
955,796
955,796
955,796
956,794
957,793
958,795
957,796
958,797
959,798
959,798
960,798
960,798
962,795
962,796
962,799
962,802
963,799
962,795
960,794
959,796
959,796
960,798
960,797
960,795
957,794
957,793
956,792
957,793
956,793
956,793
956,793
958,793
959,792
960,791
961,790
962,789
960,789
959,788
958,789
957,791
957,791
959,794
960,795
959,798
961,797
962,799
