x,y
989,560
988,560
988,562
988,563
988,561
989,561
989,558
989,556
986,556
983,553
979,551
976,553
976,554
975,553
976,552
976,551
973,549
976,547
978,547
983,547
983,546
985,546
987,545
988,545
989,544
988,545
988,547
989,550
986,555
984,557
986,556
988,553
988,552
989,551
987,553
987,555
989,562
989,562
988,557
989,555
989,553
990,551
991,550
992,552
993,553
993,554
993,552
992,552
990,555
988,556
989,556
989,556
987,558
987,558
990,559
992,560
992,561
991,560
990,559
989,559
990,557
990,558
990,559
991,558
990,557
988,556
988,556
989,555
989,554
989,553
990,552
990,550
984,550
981,552
978,553
976,551
975,548
977,550
977,551
976,549
976,548
976,547
974,549
974,551
975,556
974,556
973,556
973,556
973,553
972,551
971,551
480,525
480,524
483,525
486,526
486,526
488,528
486,526
487,526
488,526
488,527
493,522
502,520
504,519
509,517
510,514
515,514
516,515
510,516
504,515
504,515
501,513
500,513
495,510
492,509
491,509
490,509
490,510
487,509
489,509
489,509
488,507
486,506
486,507
487,506
486,507
483,511
482,513
482,520
477,520
476,522
476,524
478,527
478,528
478,529
477,528
477,525
478,523
478,523
478,519
478,518
479,516
480,515
483,515
483,515
483,516
482,517
485,517
486,518
485,517
483,514
483,514
480,512
480,510
479,511
478,511
478,512
478,516
479,517
478,516
477,516
477,516
477,517
477,517
481,520
481,518
480,517
479,517
476,510
476,511
477,512
476,514
475,514
473,513
473,514
472,514
474,517
473,517
472,517
471,517
472,518
472,519
474,521
476,524
476,527
476,528
479,528
479,527
479,528
479,530
479,530
479,527
479,526
480,527
479,529
478,531
479,532
479,532
481,534
481,534
480,533
481,533
482,533
483,533
485,534
485,535
485,533
484,531
483,531
481,530
482,530
481,530
479,529
479,531
477,535
478,536
479,540
480,541
482,544
484,544
484,543
484,545
484,546
483,549
483,549
485,552
485,551
485,552
482,551
479,548
479,547
479,547
480,546
480,543
480,543
480,542
479,542
478,537
479,537
480,538
482,539
972,329
973,332
975,327
974,322
971,304
973,299
975,297
976,288
974,289
972,288
975,286
977,285
980,285
983,282
983,281
984,280
986,279
987,280
988,280
991,278
991,272
993,271
995,270
995,269
993,264
986,259
982,258
979,260
977,261
974,267
973,270
972,273
972,274
975,278
979,280
982,278
984,276
985,276
985,275
985,272
985,265
984,264
983,264
983,266
985,272
985,276
985,279
982,281
983,281
983,280
983,281
982,282
983,281
983,281
983,283
982,283
979,281
979,277
979,276
979,273
981,272
981,273
980,275
979,275
980,277
980,277
978,275
977,274
977,275
974,275
973,275
972,277
973,276
974,277
975,278
976,281
973,277
974,277
976,280
978,279
980,280
981,280
982,280
982,281
980,279
979,273
978,271
980,272
980,275
979,277
977,276
978,278
980,280
981,280
983,279
983,279
984,279
985,281
985,281
987,282
986,280
985,280
983,279
983,279
981,275
983,273
984,273
988,272
989,268
991,268
992,272
992,274
994,276
995,276
994,274
995,274
995,273
992,276
992,276
993,279
993,280
993,279
992,277
993,275
992,275
992,275
992,275
991,275
992,274
994,273
993,273
993,273
990,277
990,278
991,278
991,277
991,276
990,276
990,276
990,277
990,280
989,280
989,280
988,279
989,278
989,278
990,280
991,281
990,283
990,284
1476,556
1477,555
1476,549
1474,545
1474,542
1474,541
1474,539
1474,536
1474,535
1474,533
1473,531
1474,529
1472,527
1472,527
1472,529
1472,528
1474,528
1476,527
1476,526
1478,521
1478,522
1478,520
1480,522
1482,519
1482,520
1481,519
1481,516
1482,515
1484,512
1485,510
1486,510
1486,512
1485,512
1483,516
1481,517
1480,520
1479,519
1479,518
1478,521
1477,521
1477,520
1476,520
1475,520
1475,519
1476,518
1478,518
1476,515
1473,513
1474,511
1474,512
1475,513
1473,519
1474,522
1474,522
1475,523
1476,523
1476,525
1477,525
1477,525
1477,522
1477,520
1476,520
1477,519
1477,518
1478,514
1477,514
1476,515
1476,516
1477,516
1480,513
1481,512
1484,512
1486,513
1486,513
1483,509
1482,511
1481,515
1480,515
1482,516
1482,517
1482,518
1482,519
1482,519
1483,523
1484,524
1484,525
1483,525
1479,525
1481,523
1481,523
1480,522
1481,521
1479,521
1479,520
1479,520
1479,520
1478,521
1478,522
1477,520
1477,520
1477,520
1478,521
1479,522
1480,521
1479,521
1478,521
1479,521
1479,522
1478,522
1478,522
1477,525
1476,526
1476,526
1477,527
1477,528
1481,532
1481,531
1483,528
1485,527
1486,525
1488,521
1488,520
1488,526
1487,526
1484,528
1481,533
1480,534
1477,534
1476,534
1477,533
1479,532
1477,534
1479,536
1480,536
1481,533
1482,534
1481,537
1481,536
1482,535
1481,534
1481,535
1481,535
1480,532
1480,531
1483,530
1484,530
1484,530
1485,531
1484,532
1482,533
984,811
983,813
977,820
975,818
976,813
979,809
977,803
975,803
977,804
978,803
983,800
984,800
982,804
981,804
976,803
970,804
968,804
968,809
967,812
968,811
970,813
972,815
973,818
973,823
978,823
980,807
979,807
974,808
974,808
977,807
977,808
977,808
980,807
984,808
980,811
984,808
986,811
980,819
978,818
977,818
976,818
972,822
969,819
970,802
964,816
963,816
963,816
966,817
969,817
968,817
968,817
966,816
965,814
967,815
967,807
967,811
966,823
968,829
969,827
974,820
975,819
975,819
976,819
977,817
977,815
976,814
978,817
976,813
978,812
981,811
981,810
982,813
980,815
978,816
977,815
977,819
978,821
978,820
977,818
977,819
978,824
987,827
987,825
990,819
991,816
988,816
985,817
977,814
975,813
976,806
975,801
975,801
974,804
973,806
972,815
973,814
974,812
973,812
972,814
972,816
972,816
974,811
977,814
975,821
974,822
974,818
974,826
977,825
979,824
978,826
978,825
977,822
976,820
976,818
976,822
978,822
981,821
983,822
979,829
983,820
984,818
986,810
986,808
988,803
991,803
991,803
991,799
988,795
986,795
983,795
983,796
985,797
985,797
985,796
985,796
984,798
984,799
986,800
987,802
986,805
987,812
986,811
986,809
984,809
983,807
983,806
983,806
985,808
986,807
987,807
